year,country_code,country,burnt_area_ha,nr_fires,severity,avg_fire_size_ha,decade,risk_score,crisis_type,region,summary
2022,CYP,Cyprus,685.0,89,LOW,7.7,2020,0.004,wildfire,Southern Europe,"In 2022, Cyprus recorded 89 forest fires burning 685 hectares. Severity: LOW. Average fire size: 7.7 ha. Risk score: 0.004. This was a low severity wildfire event in 2020s Europe."
2014,NOR,Norway,770.0,133,LOW,5.79,2010,0.004,wildfire,Northern/Eastern Europe,"In 2014, Norway recorded 133 forest fires burning 770 hectares. Severity: LOW. Average fire size: 5.79 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2014,CYP,Cyprus,669.0,68,LOW,9.84,2010,0.004,wildfire,Southern Europe,"In 2014, Cyprus recorded 68 forest fires burning 669 hectares. Severity: LOW. Average fire size: 9.84 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2000,EST,Estonia,684.0,158,LOW,4.33,2000,0.004,wildfire,Northern/Eastern Europe,"In 2000, Estonia recorded 158 forest fires burning 684 hectares. Severity: LOW. Average fire size: 4.33 ha. Risk score: 0.004. This was a low severity wildfire event in 2000s Europe."
1993,ROU,Romania,518.0,159,LOW,3.26,1990,0.004,wildfire,Northern/Eastern Europe,"In 1993, Romania recorded 159 forest fires burning 518 hectares. Severity: LOW. Average fire size: 3.26 ha. Risk score: 0.004. This was a low severity wildfire event in 1990s Europe."
2018,SVK,Slovakia,248.0,262,LOW,0.95,2010,0.004,wildfire,Northern/Eastern Europe,"In 2018, Slovakia recorded 262 forest fires burning 248 hectares. Severity: LOW. Average fire size: 0.95 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2010,MKD,North Macedonia,737.0,99,LOW,7.44,2010,0.004,wildfire,Northern/Eastern Europe,"In 2010, North Macedonia recorded 99 forest fires burning 737 hectares. Severity: LOW. Average fire size: 7.44 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2010,NOR,Norway,769.0,62,LOW,12.4,2010,0.004,wildfire,Northern/Eastern Europe,"In 2010, Norway recorded 62 forest fires burning 769 hectares. Severity: LOW. Average fire size: 12.4 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2010,HUN,Hungary,878.0,109,LOW,8.06,2010,0.004,wildfire,Northern/Eastern Europe,"In 2010, Hungary recorded 109 forest fires burning 878 hectares. Severity: LOW. Average fire size: 8.06 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2018,EST,Estonia,430.0,230,LOW,1.87,2010,0.004,wildfire,Northern/Eastern Europe,"In 2018, Estonia recorded 230 forest fires burning 430 hectares. Severity: LOW. Average fire size: 1.87 ha. Risk score: 0.004. This was a low severity wildfire event in 2010s Europe."
2020,SVK,Slovakia,477.0,221,LOW,2.16,2020,0.004,wildfire,Northern/Eastern Europe,"In 2020, Slovakia recorded 221 forest fires burning 477 hectares. Severity: LOW. Average fire size: 2.16 ha. Risk score: 0.004. This was a low severity wildfire event in 2020s Europe."
2022,CHE,Switzerland,322.0,115,LOW,2.8,2020,0.003,wildfire,Northern/Eastern Europe,"In 2022, Switzerland recorded 115 forest fires burning 322 hectares. Severity: LOW. Average fire size: 2.8 ha. Risk score: 0.003. This was a low severity wildfire event in 2020s Europe."
2005,NOR,Norway,346.0,122,LOW,2.84,2000,0.003,wildfire,Northern/Eastern Europe,"In 2005, Norway recorded 122 forest fires burning 346 hectares. Severity: LOW. Average fire size: 2.84 ha. Risk score: 0.003. This was a low severity wildfire event in 2000s Europe."
2004,SVK,Slovakia,157.0,153,LOW,1.03,2000,0.003,wildfire,Northern/Eastern Europe,"In 2004, Slovakia recorded 153 forest fires burning 157 hectares. Severity: LOW. Average fire size: 1.03 ha. Risk score: 0.003. This was a low severity wildfire event in 2000s Europe."
2004,EST,Estonia,379.0,89,LOW,4.26,2000,0.003,wildfire,Northern/Eastern Europe,"In 2004, Estonia recorded 89 forest fires burning 379 hectares. Severity: LOW. Average fire size: 4.26 ha. Risk score: 0.003. This was a low severity wildfire event in 2000s Europe."
1994,CHE,Switzerland,408.0,86,LOW,4.74,1990,0.003,wildfire,Northern/Eastern Europe,"In 1994, Switzerland recorded 86 forest fires burning 408 hectares. Severity: LOW. Average fire size: 4.74 ha. Risk score: 0.003. This was a low severity wildfire event in 1990s Europe."
1990,ROU,Romania,444.0,131,LOW,3.39,1990,0.003,wildfire,Northern/Eastern Europe,"In 1990, Romania recorded 131 forest fires burning 444 hectares. Severity: LOW. Average fire size: 3.39 ha. Risk score: 0.003. This was a low severity wildfire event in 1990s Europe."
1991,BGR,Bulgaria,511.0,73,LOW,7.0,1990,0.003,wildfire,Northern/Eastern Europe,"In 1991, Bulgaria recorded 73 forest fires burning 511 hectares. Severity: LOW. Average fire size: 7.0 ha. Risk score: 0.003. This was a low severity wildfire event in 1990s Europe."
2021,AUT,Austria,117.0,164,LOW,0.71,2020,0.003,wildfire,Northern/Eastern Europe,"In 2021, Austria recorded 164 forest fires burning 117 hectares. Severity: LOW. Average fire size: 0.71 ha. Risk score: 0.003. This was a low severity wildfire event in 2020s Europe."
2013,AUT,Austria,102.0,199,LOW,0.51,2010,0.003,wildfire,Northern/Eastern Europe,"In 2013, Austria recorded 199 forest fires burning 102 hectares. Severity: LOW. Average fire size: 0.51 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2017,SVK,Slovakia,295.0,162,LOW,1.82,2010,0.003,wildfire,Northern/Eastern Europe,"In 2017, Slovakia recorded 162 forest fires burning 295 hectares. Severity: LOW. Average fire size: 1.82 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2016,SVK,Slovakia,175.0,136,LOW,1.29,2010,0.003,wildfire,Northern/Eastern Europe,"In 2016, Slovakia recorded 136 forest fires burning 175 hectares. Severity: LOW. Average fire size: 1.29 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2016,MKD,North Macedonia,450.0,60,LOW,7.5,2010,0.003,wildfire,Northern/Eastern Europe,"In 2016, North Macedonia recorded 60 forest fires burning 450 hectares. Severity: LOW. Average fire size: 7.5 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2016,CHE,Switzerland,454.0,82,LOW,5.54,2010,0.003,wildfire,Northern/Eastern Europe,"In 2016, Switzerland recorded 82 forest fires burning 454 hectares. Severity: LOW. Average fire size: 5.54 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2023,SRB,Serbia,358.0,33,LOW,10.85,2020,0.003,wildfire,Northern/Eastern Europe,"In 2023, Serbia recorded 33 forest fires burning 358 hectares. Severity: LOW. Average fire size: 10.85 ha. Risk score: 0.003. This was a low severity wildfire event in 2020s Europe."
2016,SVN,Slovenia,526.0,90,LOW,5.84,2010,0.003,wildfire,Northern/Eastern Europe,"In 2016, Slovenia recorded 90 forest fires burning 526 hectares. Severity: LOW. Average fire size: 5.84 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2014,LTU,Lithuania,162.0,155,LOW,1.05,2010,0.003,wildfire,Northern/Eastern Europe,"In 2014, Lithuania recorded 155 forest fires burning 162 hectares. Severity: LOW. Average fire size: 1.05 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2014,SVK,Slovakia,192.0,153,LOW,1.25,2010,0.003,wildfire,Northern/Eastern Europe,"In 2014, Slovakia recorded 153 forest fires burning 192 hectares. Severity: LOW. Average fire size: 1.25 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2018,LTU,Lithuania,110.0,211,LOW,0.52,2010,0.003,wildfire,Northern/Eastern Europe,"In 2018, Lithuania recorded 211 forest fires burning 110 hectares. Severity: LOW. Average fire size: 0.52 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
1998,CHE,Switzerland,274.0,121,LOW,2.26,1990,0.003,wildfire,Northern/Eastern Europe,"In 1998, Switzerland recorded 121 forest fires burning 274 hectares. Severity: LOW. Average fire size: 2.26 ha. Risk score: 0.003. This was a low severity wildfire event in 1990s Europe."
2006,HUN,Hungary,625.0,97,LOW,6.44,2000,0.003,wildfire,Northern/Eastern Europe,"In 2006, Hungary recorded 97 forest fires burning 625 hectares. Severity: LOW. Average fire size: 6.44 ha. Risk score: 0.003. This was a low severity wildfire event in 2000s Europe."
2013,ROU,Romania,421.0,116,LOW,3.63,2010,0.003,wildfire,Northern/Eastern Europe,"In 2013, Romania recorded 116 forest fires burning 421 hectares. Severity: LOW. Average fire size: 3.63 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2017,CYP,Cyprus,428.0,92,LOW,4.65,2010,0.003,wildfire,Southern Europe,"In 2017, Cyprus recorded 92 forest fires burning 428 hectares. Severity: LOW. Average fire size: 4.65 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
2023,MKD,North Macedonia,529.0,104,LOW,5.09,2020,0.003,wildfire,Northern/Eastern Europe,"In 2023, North Macedonia recorded 104 forest fires burning 529 hectares. Severity: LOW. Average fire size: 5.09 ha. Risk score: 0.003. This was a low severity wildfire event in 2020s Europe."
1999,ROU,Romania,379.0,138,LOW,2.75,1990,0.003,wildfire,Northern/Eastern Europe,"In 1999, Romania recorded 138 forest fires burning 379 hectares. Severity: LOW. Average fire size: 2.75 ha. Risk score: 0.003. This was a low severity wildfire event in 1990s Europe."
1995,CHE,Switzerland,446.0,96,LOW,4.65,1990,0.003,wildfire,Northern/Eastern Europe,"In 1995, Switzerland recorded 96 forest fires burning 446 hectares. Severity: LOW. Average fire size: 4.65 ha. Risk score: 0.003. This was a low severity wildfire event in 1990s Europe."
2011,SVN,Slovenia,288.0,114,LOW,2.53,2010,0.003,wildfire,Northern/Eastern Europe,"In 2011, Slovenia recorded 114 forest fires burning 288 hectares. Severity: LOW. Average fire size: 2.53 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
1995,BGR,Bulgaria,550.0,114,LOW,4.82,1990,0.003,wildfire,Northern/Eastern Europe,"In 1995, Bulgaria recorded 114 forest fires burning 550 hectares. Severity: LOW. Average fire size: 4.82 ha. Risk score: 0.003. This was a low severity wildfire event in 1990s Europe."
2011,LTU,Lithuania,293.0,142,LOW,2.06,2010,0.003,wildfire,Northern/Eastern Europe,"In 2011, Lithuania recorded 142 forest fires burning 293 hectares. Severity: LOW. Average fire size: 2.06 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
1996,CHE,Switzerland,293.0,130,LOW,2.25,1990,0.003,wildfire,Northern/Eastern Europe,"In 1996, Switzerland recorded 130 forest fires burning 293 hectares. Severity: LOW. Average fire size: 2.25 ha. Risk score: 0.003. This was a low severity wildfire event in 1990s Europe."
2008,SVK,Slovakia,118.0,182,LOW,0.65,2000,0.003,wildfire,Northern/Eastern Europe,"In 2008, Slovakia recorded 182 forest fires burning 118 hectares. Severity: LOW. Average fire size: 0.65 ha. Risk score: 0.003. This was a low severity wildfire event in 2000s Europe."
2008,ROU,Romania,373.0,91,LOW,4.1,2000,0.003,wildfire,Northern/Eastern Europe,"In 2008, Romania recorded 91 forest fires burning 373 hectares. Severity: LOW. Average fire size: 4.1 ha. Risk score: 0.003. This was a low severity wildfire event in 2000s Europe."
1994,ROU,Romania,312.0,121,LOW,2.58,1990,0.003,wildfire,Northern/Eastern Europe,"In 1994, Romania recorded 121 forest fires burning 312 hectares. Severity: LOW. Average fire size: 2.58 ha. Risk score: 0.003. This was a low severity wildfire event in 1990s Europe."
2007,CHE,Switzerland,337.0,120,LOW,2.81,2000,0.003,wildfire,Northern/Eastern Europe,"In 2007, Switzerland recorded 120 forest fires burning 337 hectares. Severity: LOW. Average fire size: 2.81 ha. Risk score: 0.003. This was a low severity wildfire event in 2000s Europe."
2017,SVN,Slovenia,441.0,108,LOW,4.08,2010,0.003,wildfire,Northern/Eastern Europe,"In 2017, Slovenia recorded 108 forest fires burning 441 hectares. Severity: LOW. Average fire size: 4.08 ha. Risk score: 0.003. This was a low severity wildfire event in 2010s Europe."
1991,ROU,Romania,277.0,42,LOW,6.6,1990,0.002,wildfire,Northern/Eastern Europe,"In 1991, Romania recorded 42 forest fires burning 277 hectares. Severity: LOW. Average fire size: 6.6 ha. Risk score: 0.002. This was a low severity wildfire event in 1990s Europe."
2023,CHE,Switzerland,120.0,144,LOW,0.83,2020,0.002,wildfire,Northern/Eastern Europe,"In 2023, Switzerland recorded 144 forest fires burning 120 hectares. Severity: LOW. Average fire size: 0.83 ha. Risk score: 0.002. This was a low severity wildfire event in 2020s Europe."
2023,LBN,Lebanon,132.0,23,LOW,5.74,2020,0.002,wildfire,Northern/Eastern Europe,"In 2023, Lebanon recorded 23 forest fires burning 132 hectares. Severity: LOW. Average fire size: 5.74 ha. Risk score: 0.002. This was a low severity wildfire event in 2020s Europe."
2002,AUT,Austria,112.0,108,LOW,1.04,2000,0.002,wildfire,Northern/Eastern Europe,"In 2002, Austria recorded 108 forest fires burning 112 hectares. Severity: LOW. Average fire size: 1.04 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2022,MKD,North Macedonia,199.0,50,LOW,3.98,2020,0.002,wildfire,Northern/Eastern Europe,"In 2022, North Macedonia recorded 50 forest fires burning 199 hectares. Severity: LOW. Average fire size: 3.98 ha. Risk score: 0.002. This was a low severity wildfire event in 2020s Europe."
2021,SVN,Slovenia,124.0,73,LOW,1.7,2020,0.002,wildfire,Northern/Eastern Europe,"In 2021, Slovenia recorded 73 forest fires burning 124 hectares. Severity: LOW. Average fire size: 1.7 ha. Risk score: 0.002. This was a low severity wildfire event in 2020s Europe."
2002,SVN,Slovenia,161.0,60,LOW,2.68,2000,0.002,wildfire,Northern/Eastern Europe,"In 2002, Slovenia recorded 60 forest fires burning 161 hectares. Severity: LOW. Average fire size: 2.68 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2003,EST,Estonia,207.0,111,LOW,1.86,2000,0.002,wildfire,Northern/Eastern Europe,"In 2003, Estonia recorded 111 forest fires burning 207 hectares. Severity: LOW. Average fire size: 1.86 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2004,HUN,Hungary,247.0,104,LOW,2.38,2000,0.002,wildfire,Northern/Eastern Europe,"In 2004, Hungary recorded 104 forest fires burning 247 hectares. Severity: LOW. Average fire size: 2.38 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2004,NOR,Norway,117.0,119,LOW,0.98,2000,0.002,wildfire,Northern/Eastern Europe,"In 2004, Norway recorded 119 forest fires burning 117 hectares. Severity: LOW. Average fire size: 0.98 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2005,SVN,Slovenia,280.0,73,LOW,3.84,2000,0.002,wildfire,Northern/Eastern Europe,"In 2005, Slovenia recorded 73 forest fires burning 280 hectares. Severity: LOW. Average fire size: 3.84 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2005,ROU,Romania,162.0,64,LOW,2.53,2000,0.002,wildfire,Northern/Eastern Europe,"In 2005, Romania recorded 64 forest fires burning 162 hectares. Severity: LOW. Average fire size: 2.53 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2006,CHE,Switzerland,127.0,110,LOW,1.15,2000,0.002,wildfire,Northern/Eastern Europe,"In 2006, Switzerland recorded 110 forest fires burning 127 hectares. Severity: LOW. Average fire size: 1.15 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2007,EST,Estonia,292.0,64,LOW,4.56,2000,0.002,wildfire,Northern/Eastern Europe,"In 2007, Estonia recorded 64 forest fires burning 292 hectares. Severity: LOW. Average fire size: 4.56 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2007,NOR,Norway,128.0,65,LOW,1.97,2000,0.002,wildfire,Northern/Eastern Europe,"In 2007, Norway recorded 65 forest fires burning 128 hectares. Severity: LOW. Average fire size: 1.97 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2007,SVN,Slovenia,128.0,140,LOW,0.91,2000,0.002,wildfire,Northern/Eastern Europe,"In 2007, Slovenia recorded 140 forest fires burning 128 hectares. Severity: LOW. Average fire size: 0.91 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2009,SVN,Slovenia,177.0,120,LOW,1.48,2000,0.002,wildfire,Northern/Eastern Europe,"In 2009, Slovenia recorded 120 forest fires burning 177 hectares. Severity: LOW. Average fire size: 1.48 ha. Risk score: 0.002. This was a low severity wildfire event in 2000s Europe."
2010,ROU,Romania,206.0,70,LOW,2.94,2010,0.002,wildfire,Northern/Eastern Europe,"In 2010, Romania recorded 70 forest fires burning 206 hectares. Severity: LOW. Average fire size: 2.94 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
2010,SVK,Slovakia,192.0,127,LOW,1.51,2010,0.002,wildfire,Northern/Eastern Europe,"In 2010, Slovakia recorded 127 forest fires burning 192 hectares. Severity: LOW. Average fire size: 1.51 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
2011,CHE,Switzerland,225.0,114,LOW,1.97,2010,0.002,wildfire,Northern/Eastern Europe,"In 2011, Switzerland recorded 114 forest fires burning 225 hectares. Severity: LOW. Average fire size: 1.97 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
2017,LBN,Lebanon,264.0,92,LOW,2.87,2010,0.002,wildfire,Northern/Eastern Europe,"In 2017, Lebanon recorded 92 forest fires burning 264 hectares. Severity: LOW. Average fire size: 2.87 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
1998,ROU,Romania,137.0,59,LOW,2.32,1990,0.002,wildfire,Northern/Eastern Europe,"In 1998, Romania recorded 59 forest fires burning 137 hectares. Severity: LOW. Average fire size: 2.32 ha. Risk score: 0.002. This was a low severity wildfire event in 1990s Europe."
2021,SVK,Slovakia,159.0,101,LOW,1.57,2020,0.002,wildfire,Northern/Eastern Europe,"In 2021, Slovakia recorded 101 forest fires burning 159 hectares. Severity: LOW. Average fire size: 1.57 ha. Risk score: 0.002. This was a low severity wildfire event in 2020s Europe."
2014,ROU,Romania,217.0,83,LOW,2.61,2010,0.002,wildfire,Northern/Eastern Europe,"In 2014, Romania recorded 83 forest fires burning 217 hectares. Severity: LOW. Average fire size: 2.61 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
2014,HRV,Croatia,188.0,43,LOW,4.37,2010,0.002,wildfire,Northern/Eastern Europe,"In 2014, Croatia recorded 43 forest fires burning 188 hectares. Severity: LOW. Average fire size: 4.37 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
2015,NOR,Norway,143.0,29,LOW,4.93,2010,0.002,wildfire,Northern/Eastern Europe,"In 2015, Norway recorded 29 forest fires burning 143 hectares. Severity: LOW. Average fire size: 4.93 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
2020,SVN,Slovenia,118.0,120,LOW,0.98,2020,0.002,wildfire,Northern/Eastern Europe,"In 2020, Slovenia recorded 120 forest fires burning 118 hectares. Severity: LOW. Average fire size: 0.98 ha. Risk score: 0.002. This was a low severity wildfire event in 2020s Europe."
2016,EST,Estonia,123.0,84,LOW,1.46,2010,0.002,wildfire,Northern/Eastern Europe,"In 2016, Estonia recorded 84 forest fires burning 123 hectares. Severity: LOW. Average fire size: 1.46 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
1996,ROU,Romania,227.0,72,LOW,3.15,1990,0.002,wildfire,Northern/Eastern Europe,"In 1996, Romania recorded 72 forest fires burning 227 hectares. Severity: LOW. Average fire size: 3.15 ha. Risk score: 0.002. This was a low severity wildfire event in 1990s Europe."
2020,EST,Estonia,191.0,24,LOW,7.96,2020,0.002,wildfire,Northern/Eastern Europe,"In 2020, Estonia recorded 24 forest fires burning 191 hectares. Severity: LOW. Average fire size: 7.96 ha. Risk score: 0.002. This was a low severity wildfire event in 2020s Europe."
2017,CHE,Switzerland,118.0,110,LOW,1.07,2010,0.002,wildfire,Northern/Eastern Europe,"In 2017, Switzerland recorded 110 forest fires burning 118 hectares. Severity: LOW. Average fire size: 1.07 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
1995,ROU,Romania,208.0,62,LOW,3.35,1990,0.002,wildfire,Northern/Eastern Europe,"In 1995, Romania recorded 62 forest fires burning 208 hectares. Severity: LOW. Average fire size: 3.35 ha. Risk score: 0.002. This was a low severity wildfire event in 1990s Europe."
2019,SVN,Slovenia,154.0,84,LOW,1.83,2010,0.002,wildfire,Northern/Eastern Europe,"In 2019, Slovenia recorded 84 forest fires burning 154 hectares. Severity: LOW. Average fire size: 1.83 ha. Risk score: 0.002. This was a low severity wildfire event in 2010s Europe."
2004,SVN,Slovenia,138.0,51,LOW,2.71,2000,0.001,wildfire,Northern/Eastern Europe,"In 2004, Slovenia recorded 51 forest fires burning 138 hectares. Severity: LOW. Average fire size: 2.71 ha. Risk score: 0.001. This was a low severity wildfire event in 2000s Europe."
1998,AUT,Austria,101.0,71,LOW,1.42,1990,0.001,wildfire,Northern/Eastern Europe,"In 1998, Austria recorded 71 forest fires burning 101 hectares. Severity: LOW. Average fire size: 1.42 ha. Risk score: 0.001. This was a low severity wildfire event in 1990s Europe."
2004,ROU,Romania,124.0,34,LOW,3.65,2000,0.001,wildfire,Northern/Eastern Europe,"In 2004, Romania recorded 34 forest fires burning 124 hectares. Severity: LOW. Average fire size: 3.65 ha. Risk score: 0.001. This was a low severity wildfire event in 2000s Europe."
2011,NOR,Norway,121.0,49,LOW,2.47,2010,0.001,wildfire,Northern/Eastern Europe,"In 2011, Norway recorded 49 forest fires burning 121 hectares. Severity: LOW. Average fire size: 2.47 ha. Risk score: 0.001. This was a low severity wildfire event in 2010s Europe."
2023,SVN,Slovenia,118.0,40,LOW,2.95,2020,0.001,wildfire,Northern/Eastern Europe,"In 2023, Slovenia recorded 40 forest fires burning 118 hectares. Severity: LOW. Average fire size: 2.95 ha. Risk score: 0.001. This was a low severity wildfire event in 2020s Europe."
2010,SVN,Slovenia,121.0,32,LOW,3.78,2010,0.001,wildfire,Northern/Eastern Europe,"In 2010, Slovenia recorded 32 forest fires burning 121 hectares. Severity: LOW. Average fire size: 3.78 ha. Risk score: 0.001. This was a low severity wildfire event in 2010s Europe."
2024,SVN,Slovenia,134.42,49,LOW,2.74,2020,0.001,wildfire,Northern/Eastern Europe,"In 2024, Slovenia recorded 49 forest fires burning 134 hectares. Severity: LOW. Average fire size: 2.74 ha. Risk score: 0.001. This was a low severity wildfire event in 2020s Europe."
